FIPS,State,County,MedHHInc,PerCapitaInc,PovertyUnder18Pct,PovertyAllAgesPct,Deep_Pov_All,Deep_Pov_Children,PovertyUnder18Num,PovertyAllAgesNum,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010,UnempRate2019,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1019,PctEmpChange1819,PctEmpChange0719,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,UnempRate2011,NumCivLaborForce2011,NumEmployed2011,NumCivLaborForce2012,NumUnemployed2010,NumCivLaborForce2008,NumUnemployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,UnempRate2012,NumEmployed2008,UnempRate2009,NumUnemployed2008,NumUnemployed2015,NumUnemployed2019,NumCivLaborforce2019,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2013,NumEmployed2015,NumEmployed2012,NumUnemployed2014,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2019,NumEmployed2013,NumUnemployed2007,NumEmployed2007,NumCivLaborforce2007,NumUnemployed2012,NumCivLaborforce2015,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,RuralUrbanContinuumCode2003,UrbanInfluenceCode2003,Metro2013,Nonmetro2013,Micropolitan2013,Type_2015_Update,Type_2015_Farming_NO,Type_2015_Manufacturing_NO,Type_2015_Mining_NO,Type_2015_Government_NO,Type_2015_Recreation_NO,Low_Education_2015_update,Low_Employment_2015_update,Population_loss_2015_update,Retirement_Destination_2015_Update,Perpov_1980_0711,PersistentChildPoverty_1980_2011,Hipov,HiAmenity,HiCreativeClass2000,Gas_Change,Oil_Change,Oil_Gas_Change,Metro2003,NonmetroNotAdj2003,NonmetroAdj2003,Noncore2003,EconomicDependence2000,Nonmetro2003,Micropolitan2003,FarmDependent2003,ManufacturingDependent2000,LowEducation2000,RetirementDestination2000,PersistentPoverty2000,Noncore2013,Type_2015_Nonspecialized_NO,Metro_Adjacent2013,PersistentChildPoverty2004,RecreationDependent2000
5003,AR,Ashley,41127,22052,28.8,19.6,6.923152516,10.90177815,1298,3876,-1.774,-9.95,19657,-9.661,-0.289,-0.156,-9.73,-11.2,1.53,0.413582034,23.62,24.39,16.22,68.19,25.71,0.18,0.24,4.89,1.13,-10.78,-13.63,2.56,55.88,37.76,6.9,14901,5619,40,53,1069,248,2.70730876,0.019477041,2.210644203,0.770688566,17.69308068,39.92965834,22.88257249,6.302038473,13.19265001,2.57,13.15224258,13.53126974,73.67024637,556,20537,0,3188,5563,2465,13932,1838,7915,0.024346302,878,4,61,1071,5831,1041,7915,2.532015387,520,0,0,0,5,454,925.35,3544,21853,5330,100,370.5,-2708,21515,21278,21829,20956,21673,-34,-63,20838,20530,20311,-2109,20012,21845,5.4,5.2,5.6,6.1,7.5,9,9.9,8.1,-17.75,-1.24,-15.83,2.34,9.148550725,0.543478261,7.686335404,19.96635611,13.69047619,5.51242236,0.232919255,1.410455487,38.72929607,3.079710145,7728,11,10052,8946,9462,980,9465,1106,8916,9896,985,8359,9344,7.6,12,8745,10.5,720,630,418,7751,411,7425,7836,437,7420,7857,486,7454,7940,9102,7720,8323,784,7882,8666,10.7,970,7333,8132,771,8712,9483,1139,8350,7,11,7,11,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0
5005,AR,Baxter,39686,26004,23,15.1,4.555298518,6.791969244,1662,6216,0.74,1.017,41932,8.09,-7.073,0.053,8.15,17.36,-7.4,0.059824169,74.89,18.08,28.09,95.96,0.14,0.39,0.52,1.66,1.45,6.85,40.48,25.38,14.81,78.7,62.37,39837,59,163,217,688,604,1.783158252,0.822436255,0.138285742,0.315732172,11.84035897,35.0439234,25.65569108,9.125955887,18.33407066,2.22,8.475775721,16.88622754,75.82471421,735,41219,0.002426066,8119,11090,3747,31646,5802,18370,0.397874766,2888,339,58,3102,13929,1557,18370,0.269293287,111,0.046095247,19,1,164,57,554.28,11659,41513,7506,23,-2844.5,6672.5,41080,40983,41510,40888,41349,22,-2936,41138,41131,41308,3358,41624,41511,4,4.1,4.3,4.3,5.5,6.7,9.4,5.4,4.08,-0.53,-6.8,-10.45,0.850172499,0.277230163,5.304337112,17.56407097,15.54953179,2.679891572,1.959093149,5.778708724,46.94430754,3.092656481,16232,9.3,16587,15046,16365,1560,17704,1541,15033,16593,1613,15715,17328,6,8.4,16635,9.3,1069,886,650,16296,669,15729,16398,695,15655,16350,690,15387,16077,16053,15306,14986,1067,14902,15969,8,1292,15646,14761,961,16787,17748,1379,16192,7,8,7,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,1,0,0,0
5007,AR,Benton,68978,32624,12.1,8.6,3.965229491,5.272584309,8567,23290,2.525,25.404,279141,18.177,7.227,2.426,44.28,32.65,10.76,3.281871995,261.21,27.94,12.19,76.63,1.2,2.82,1.55,15.49,2.67,27.43,374.37,279.87,43.45,154.53,111.61,169605,2647,6245,3440,34283,5906,11.3410302,0.366051433,4.679898062,3.305312033,11.9167486,29.12969829,20.66774067,5.840509838,32.4453026,2.72,10.03572451,8.112749515,66.37973986,29371,258980,0.198084794,34895,49182,20120,168838,54780,94333,2.836126342,9861,948,3118,7653,62618,9467,94333,7.248050042,18771,0.146343347,379,513,7345,12120,847.36,26986,221339,61848,5078.5,16658,50528.5,234938,239461,222593,244841,229171,5399,16087,251591,259212,266585,40461,272266,221348,2.6,2.9,3,2.9,3.8,4.6,6.7,3.7,33.81,2.08,32.12,-1.26,0.994870077,0.233758566,7.104505238,13.90504456,24.98105199,5.110776031,0.970137941,4.872230599,39.3990889,2.428536097,125343,6.5,109419,102286,110633,7122,106704,7133,99853,106975,6920,100774,107694,4.1,6,102277,6.4,4427,4572,3601,137211,3872,130888,134760,3908,128439,132347,3713,124007,127720,111733,117035,103974,5306,109992,115298,5.6,6290,133610,105443,3939,101125,105064,6659,121607,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0
5009,AR,Boone,44482,23998,21.5,14.8,5.738689079,9.812007277,1815,5472,0.126,1.461,37432,1.236,0.225,-0.217,8.7,7.84,1.14,0.493377581,62.52,23.26,18.08,95.22,0.17,0.41,0.67,1.83,1.75,6.78,64.1,42.99,7.39,87.22,110.75,35139,64,153,247,674,647,0.965458056,0.24672817,0.134091397,0.040349697,13.00527918,33.82913953,28.78887133,8.404300412,15.97240954,2.47,9.596503026,13.70544721,71.54001345,360,37288,0.01340914,7471,8779,3375,25951,4145,14870,0.477365372,2181,92,6,2038,10638,1427,14870,0.14213688,53,0,0,5,178,50,590.23,6673,36903,8585,168,388,2668.5,37333,37328,36893,37116,37086,-80,83,37119,37259,37459,456,37385,36920,3.2,3.5,3.4,3.7,4.9,6,7.8,5.1,2.11,1.07,-3.73,-5.72,3.121709508,0.092908021,5.066584082,11.94797151,13.13100031,12.59832766,1.41220192,5.39485909,44.11892227,3.11551564,16145,8,16673,15343,16503,1293,17048,1330,15204,16497,1275,15712,16987,5.5,7.6,16116,7.5,932,768,511,16036,551,15361,15912,540,15242,15782,583,15321,15904,16032,15046,15244,937,14709,15646,7,1126,15525,14906,860,16127,16987,1259,15814,7,8,7,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,1,0,0,1,0,0,0
5011,AR,Bradley,37729,22411,29.8,21.7,11.08852338,18.31644583,770,2329,-0.692,-6.164,10763,-4.865,-1.299,-0.166,-8.67,-6.84,0.4,1.619433198,17.73,23.3,17.74,58.01,27.52,0.22,0.13,13.17,1.35,-14.97,-11.98,257.14,-37.5,45.77,63.16,6676,3167,25,15,1516,155,6.69528681,0.063938619,6.311655097,3.570641393,18.04109955,41.63330665,20.24286096,4.8438751,15.23885775,2.37,14.15031959,11.94621997,62.50826537,733,10948,0,1517,3120,1352,7494,1142,4537,0,363,7,162,542,2836,642,4537,6.4669346,708,0.164413592,18,0,0,691,649.23,2041,11508,2681,204,50,-862,11266,11120,11470,11007,11432,-19,-149,10999,10959,10813,-558,10838,11505,4.1,4.3,4.6,5,5.8,8.1,10.5,6.1,-6.97,0.12,-21.08,-15.17,11.61796151,0.688999762,10.02613447,15.89451176,12.25944405,2.423378475,1.80565455,3.088619625,36.23188406,5.963411737,4209,12.1,4721,4150,4512,540,5622,571,4620,5160,535,4951,5486,7.2,10.7,5215,9.8,407,265,185,4483,193,4293,4486,204,4250,4454,225,4252,4477,4271,4286,4027,348,3968,4316,9.5,405,4298,3866,353,5446,5799,485,4551,7,9,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,1,1,1,0,1,0
5013,AR,Calhoun,44969,24509,21.1,15.7,7.330567082,17.35776278,208,800,-0.727,-3.226,5189,-0.373,-2.853,-0.037,-6.55,-10.11,-0.52,1.112278858,8.54,20.53,17.19,73.38,22.17,0.2,0.19,2.83,1.4,-7.27,-11.33,450,-16.67,76.74,38.89,3939,1190,11,10,152,75,0.576701269,0,0.403690888,0.258264463,17.30666667,43.62666667,18.64,8.373333333,12.05333333,2.61,10.89876033,13.48140496,83.57438017,30,5202,0,699,1636,649,3750,452,1936,0,314,0,5,261,1618,211,1936,0.576701269,30,0,0,0,0,21,628.58,923,5368,1102,63.5,-29.5,-577,5278,5192,5362,5167,5243,-2,-153,5200,5143,5201,-20,5227,5368,4.4,3.8,3.9,4.6,5.4,6.6,8.7,6.7,-4.87,-0.3,-4.71,0.16,3.805104408,0.232018561,8.538283063,21.71693735,8.584686775,7.331786543,1.438515081,3.062645012,37.7262181,7.563805104,2155,9.6,2655,2401,2527,236,2613,254,2465,2701,218,2365,2583,6.2,9.1,2451,8.4,162,130,108,2453,93,2352,2445,93,2315,2408,110,2279,2389,2437,2285,2298,156,2222,2378,8.1,198,2345,2239,177,2461,2638,229,2415,9,8,9,8,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0
5015,AR,Carroll,45023,24185,24.8,16.1,5.576693119,8.451855485,1476,4499,1.007,3.001,28380,2.907,0.094,1.092,8.24,8.27,3.14,5.197288029,43.56,22.53,18.69,84.03,0.27,0.58,0.82,12.71,2.26,3.65,196,63.27,7.18,41.2,57.11,23062,74,160,224,3489,619,8.588231075,0.337074623,3.550041238,2.329540364,14.19118396,34.55156266,25.67443754,5.146085717,20.43673012,2.47,7.848759072,14.05788012,75.97885494,2395,27887,0.028687202,5044,6788,2788,19646,4015,11161,0.609603041,1011,94,260,1569,8480,876,11161,6.945888765,1937,0.204396314,57,8,170,990,630.09,5131,27446,6183,1318.5,795.5,2097,27623,27791,27553,27734,27466,301,26,27755,27728,27865,801,28097,27449,3.1,3.2,3.3,3.6,4.6,5.2,7.3,4.3,6.13,1.36,-7.7,-13.03,4.954916997,0.429763209,8.039100025,20.6202073,12.10078369,6.168366057,1.971854723,5.418387124,38.080391,2.216229881,11867,7.2,12891,11959,12465,925,14261,932,11668,12593,853,13160,14013,4.5,6.3,13620,6.1,641,576,400,12783,402,12217,12619,431,12548,12979,457,12393,12850,12272,12059,11676,649,11881,12530,6,736,12383,11536,605,13416,14021,789,12635,6,6,6,6,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,0,0,1,0,1,0,1,0,1,1,1
5017,AR,Chicot,31787,21843,44.1,31.4,13.65382721,19.50325733,1013,3039,-3.103,-14.247,10118,-12.738,-1.509,0.551,-16.41,-17.69,0.71,0.686246622,18.31,23.08,18.21,40.35,53.79,0.45,0.19,4.59,0.78,-20.38,-15.83,-3.64,43.75,33.17,-23.33,4761,6347,53,23,542,92,2.069092924,0,1.819693331,0,19.2772685,39.24538329,21.48266242,5.247774678,14.74691112,2.35,20.12534819,15.48282266,64.27576602,224,10826,0,1617,2954,1451,7527,1110,4308,0,395,0,0,667,2769,867,4308,1.958248661,212,0,0,0,0,197,644.3,2149,11800,2724,96.5,100.5,-2488,11498,11362,11799,11211,11703,65,-178,10970,10899,10647,-1503,10442,11800,6.9,6.7,6.5,6.6,9.1,10.5,12.3,8.2,-18.46,-2.46,-33.3,-18.2,7.451855987,0,6.754116662,14.93162155,13.34077589,3.265420039,0.139547865,3.209600893,38.48730114,12.41975998,3583,13.2,4288,3724,4059,527,4967,564,3749,4276,542,4331,4873,8.3,11.4,4556,11.1,411,337,228,3285,225,3134,3359,225,3237,3462,235,3342,3577,3841,3385,3597,403,3445,3848,11.6,446,3057,3395,412,4583,4995,462,3722,7,9,7,9,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0
5019,AR,Clark,45408,21571,26.4,19.9,9.650015261,14.38537407,1083,3838,0.031,-2.639,22320,-2.29,-0.349,0.406,-2.34,0.32,1.46,1.427110846,26.55,19.48,14.83,70.35,23.34,0.52,0.37,4.03,1.5,-6.5,3.87,-17.24,-13.4,63.6,21.55,16177,5366,120,84,926,344,2.796515524,0.183158365,1.366986822,1.246325691,10.79316888,30.5199241,22.74762808,8.29601518,27.64326376,2.31,13.62727807,13.20399765,62.68077601,626,22385,0.196560197,2997,4021,1422,13175,3642,8505,0.47799866,1093,41,106,1123,5331,1159,8505,1.871789145,419,0,0,44,107,306,866.07,3410,22995,4480,335,343,74.5,22755,22582,22925,22557,22928,93,-80,22513,22602,22184,-525,22313,22991,3.8,3.6,3.9,4.3,5.4,6.8,8.4,5.6,-1.77,-0.25,-10.79,-9.19,3.22673031,0.076372315,5.221957041,11.52267303,14.06205251,5.546539379,0.954653938,3.054892601,53.10739857,3.22673031,10475,10.3,10459,9385,10296,875,11054,1074,9491,10366,872,9910,10782,5.9,9.9,10398,8.1,656,522,368,9691,354,9346,9700,372,9194,9566,413,9144,9557,10092,9084,9274,659,9009,9668,8.8,893,9323,9199,618,10451,11069,1022,9606,7,8,7,8,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0
5021,AR,Clay,37687,20353,29.3,20.7,10.28679144,20.04942848,927,3035,-1.436,-9.34,14551,-5.576,-3.763,-0.062,-8.67,-8.73,-3.13,0.310771512,25.15,22.32,20.02,96.85,0.35,0.11,0.25,1.35,1.26,-9.31,93.1,28.57,-64.6,55,41.26,15577,56,18,40,217,202,0.763561516,0.179270965,0.584290552,0,19.34416934,41.23039123,22.08467208,5.736155736,11.6046116,2.32,11.86151219,17.29545102,69.46126378,115,15061,0,2337,4363,2047,10582,1228,6441,0,607,27,0,1114,4474,764,6441,0.584290552,88,0,0,0,0,88,639.46,3220,16083,3590,54.5,-549.5,-1531,15710,15484,16050,15299,15876,-10,-604,15206,15060,14865,-895,14763,16083,4.9,4.3,4.5,5.6,6.6,7.8,11,9.3,-18.59,-2.57,-11.62,8.56,10.57769243,0.112017923,5.216834694,14.00224036,18.77100336,6.673067691,0.432069131,2.848455753,37.79804769,3.568570971,6249,12.1,7301,6416,6857,820,6685,885,6649,7469,757,5914,6671,8.1,11,6146,11.3,539,414,278,5691,250,5556,5806,265,5611,5876,340,5688,6028,6522,5872,6103,501,5904,6405,9.7,635,5413,5887,626,6125,6751,754,6286,7,9,7,9,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0
5023,AR,Cleburne,44902,26620,23.8,14.6,5.468812877,8.131451443,1107,3573,-0.3,-4.106,24919,0.469,-4.576,-0.169,8,9.33,-2.21,0.452282158,46.9,19.88,23.56,95.86,0.26,0.2,0.49,1.99,1.41,6.42,131.03,45.71,23.53,83.33,70.56,24894,67,51,126,517,365,1.426872771,0.237812128,0.459770115,0.521852577,15.27592642,40.68248467,21.83950946,7.294054919,14.90802453,2.32,9.029913335,14.50004659,74.57832448,360,25230,0.063416568,4096,7630,2865,18755,2796,10731,0.46373365,1368,60,56,1556,8003,969,10731,0.606420927,153,0,0,16,117,116,553.69,6118,25970,5162,109,-532.5,2248,25763,25625,25986,25591,25875,-44,-1189,25355,25173,25059,122,24994,25964,4.5,4.5,4.9,5.9,6.9,8.3,8.6,6.1,-6.85,1,-19.76,-13.86,2.188568637,1.700048852,9.526135809,14.11822179,14.24523693,6.712261847,0.937957987,5.012212995,42.86272594,2.696629213,10235,9.2,10574,9602,10407,892,12111,972,9456,10348,883,10911,11794,5.6,8.5,11427,7.5,684,664,418,9226,408,8721,9129,455,8821,9276,562,8907,9469,10028,8937,9521,806,8937,9743,8.5,856,8808,9172,710,10977,11687,886,9601,6,6,6,6,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,3,1,0,0,1,0,1,0,1,0,1,0,0
5025,AR,Cleveland,47600,23538,21,15.5,10.67997044,19.76177585,365,1232,-0.488,-8.309,7956,-6.753,-1.556,-0.012,1.38,-4.29,2.25,0.574039363,14.54,24.76,16.3,85.1,12.12,0.12,0.26,1.67,0.75,2.71,-6.32,-16.67,-11.54,4.32,-8.45,7394,1053,10,23,145,65,1.604668125,0.778020909,0.717238026,0.091130012,11.39396067,47.20856742,18.76755618,6.478230337,16.15168539,2.47,13.21385176,11.87727825,75.39489672,132,8226,0,1069,2689,649,5696,920,3292,0.03646973,369,64,3,391,2482,435,3292,0.717238026,59,0,0,0,3,59,597.78,1416,8689,2151,49,192,-366.5,8609,8515,8677,8399,8674,-1,-135,8284,8245,8162,-586,7995,8692,3.9,3.8,4.3,4.5,5.6,6.8,8.4,5.7,-13.07,-1.65,-21.56,-9.77,6.594427245,0,7.430340557,17.18266254,10.6501548,6.780185759,0.154798762,6.160990712,38.23529412,6.811145511,3230,8.5,3880,3549,3747,326,4135,331,3557,3883,328,3715,4043,5.9,7.4,3892,8.1,243,189,127,3219,124,3144,3268,144,3180,3324,150,3188,3338,3596,3163,3471,235,3217,3452,7.6,272,3092,3324,238,3942,4180,276,3352,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5027,AR,Columbia,40909,21372,27.6,22.4,12.54528986,21.43151815,1308,4799,-0.547,-5.121,23457,-4.603,-0.518,1.003,-4.1,-7.63,0.71,0.542989961,32.05,22.78,16,59.24,36.68,0.7,0.25,2.17,1.04,-7.8,-2.16,96.55,0,98.14,29.95,14545,9006,171,62,533,256,1.975556672,0.163234555,0.711535242,0.200848025,15.01358696,39.94565217,19.30027174,5.169836957,20.57065217,2.47,16.40258871,16.13479134,68.74581567,472,23892,0.08789553,2841,5880,2210,14720,3028,8962,0.510631174,761,39,18,1446,6161,1470,8962,1.213795413,290,0,0,21,122,170,766.05,3928,24552,5594,139,182,-1953,24413,24284,24723,24049,24709,248,-128,24115,24026,23695,-1138,23586,24552,4.5,4.7,5,5.7,6.5,7.1,10,6.5,-7.8,1.48,-15.41,-8.25,2.397296441,4.541134227,2.809166755,17.69986271,17.04509452,3.759636709,0.496356532,3.537860387,44.91498574,2.798605977,9469,10,10427,9383,10113,1049,10929,1044,9469,10518,1034,9584,10618,7,9,10166,9.7,763,621,410,9140,422,8603,9025,457,8612,9069,528,8753,9281,9691,8922,9202,682,8867,9549,8.8,849,8730,8842,720,10320,11040,911,9543,7,8,7,8,0,1,1,3,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,9,9,0,1,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0
5029,AR,Conway,44565,23750,26.5,17.9,4.38774524,3.528399312,1214,3693,0.101,-1.758,20846,-1.503,-0.254,-0.009,4.61,1.66,1.38,1.238184325,38.52,24.19,16.89,82.42,11.17,0.36,0.69,3.56,1.98,3.3,-10.31,61.7,83.75,110.86,75.42,17533,2376,76,147,757,421,2.267291687,0.210465895,1.779393476,0.719764012,14.11047149,43.40049342,18.96929825,7.558936404,15.96080044,2.44,13.69911504,14.92625369,68.27138643,474,20906,0,2768,6333,2059,14592,2329,8475,0.047833158,1103,44,61,1265,5786,1161,8475,1.965942792,411,0,0,0,10,372,552.25,3592,21273,5145,251.5,279.5,337,21141,21088,21219,20995,21128,-2,-54,20936,20874,20810,-319,20825,21267,4.3,4.3,4.8,5.7,6.1,7.1,9.7,4.9,-2.78,1.34,-17.29,-14.92,5.659526494,2.29988726,8.072153326,13.73167982,12.61555806,8.624577227,1.950394589,4.813979707,36.69673055,5.535512965,8870,9.9,9033,8140,8701,873,10237,893,8153,9026,774,9491,10265,5.5,9.2,9671,7.5,566,524,359,8285,353,7821,8174,392,7830,8222,481,7958,8439,8646,8107,7899,614,7980,8594,9.2,797,7926,7849,490,9583,10073,802,8631,6,6,6,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,1,6,1,0,0,0,0,0,0,1,1,1,0,0
5031,AR,Craighead,45615,26432,24.9,17.9,7.158116503,8.484109503,6626,18768,1.393,14.041,110332,9.016,5.024,1.188,17.4,12.52,5.88,1.383923702,136.37,25.03,12.17,79.59,13.03,1.11,0.29,4.43,1.76,5.89,98.01,122.5,10.12,145.95,94.83,76760,12564,1068,283,4277,1695,4.160793181,0.36518103,1.607364169,1.642156863,10.88433365,34.14461248,21.4260397,7.243915406,26.30109877,2.5,15.27941176,9.833333333,57.46323529,4398,105701,0.346259733,14508,23120,7370,67712,17809,40800,1.318814392,4905,386,670,4012,23445,6234,40800,1.892129687,2000,0.014190973,15,366,1394,1699,707.21,11740,96443,24141,1142,4855.5,10333.5,99993,101653,96748,102661,98405,1149,4861,104457,105932,107188,8723,108816,96443,2.8,3,3,3.2,4.4,5.4,7.4,5,22.44,2.23,23.83,1.14,2.423485066,0.229442373,7.104519195,14.44872373,15.06944729,3.85954849,1.665505798,4.601139017,47.77113123,2.827057811,48814,7.4,49121,45487,49000,3547,46575,3634,44184,47731,3287,43482,46769,4.9,6.9,44307,7,2268,2250,1555,55652,1643,52919,54562,1605,51936,53541,1691,50456,52147,49279,48657,45629,2687,46737,49424,6.6,3229,54097,46050,2302,43687,45989,3371,50907,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
5033,AR,Crawford,47363,23851,22.8,16,6.623342949,9.983590417,3472,10027,-0.192,2.1,63257,0.048,2.051,0.508,16.34,8.75,4.85,0.520560258,104.45,26.39,13.29,86.8,1.12,1.41,2.15,6.07,2.86,11.3,50.32,41.2,28.1,115.72,48.49,53770,696,874,1331,3760,1773,3.732872327,0.260916891,0.749135613,1.084342433,14.84209272,37.44011441,24.18066977,8.206411632,15.33071148,2.61,12.17670141,10.14303194,76.7140627,2332,62472,0.02241004,10145,15708,6227,41955,6432,23701,1.040466129,3443,163,257,2404,18182,2886,23701,2.236201818,1397,0.020809323,13,14,650,468,593.09,8233,61948,16350,278,2589.5,4673,61911,61667,61956,61807,61796,315,1271,61904,62263,62894,30,63379,61935,3.3,3.5,3.5,3.9,5.2,6,8.2,4.9,0.27,-0.1,-4.22,-4.48,1.054454493,0.681162209,7.727535116,18.19126419,15.30883202,6.623051761,1.385414662,4.668077737,40.74273619,3.617471618,25985,8.9,27982,25501,27577,2327,28721,2481,25957,28284,2187,25758,27945,4.9,8,27327,7.8,1394,1388,894,26922,950,26054,27004,946,25958,26904,1047,25860,26907,27027,25414,25379,1601,25172,26773,7.6,2067,26028,24960,1395,27174,28569,2198,26802,2,2,2,2,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
