geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhisp_est,nhisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,nnhwhite_est,nnhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
05000US01049,"DeKalb County, Alabama",2015,29.168781,3.6405132,,,,,,,,,,,,,,,27.150682,3.9137356,40.160057,29.453215,,,,,,,26.155489,3.6836414
05000US01049,"DeKalb County, Alabama",2016,26.56897,2.9641089,,,,,,,,,,,,,,,25.216955,3.1077867,33.901775,24.155222,,,,,,,25.857204,2.9577029
05000US01049,"DeKalb County, Alabama",2017,26.528622,2.827265,,,,,,,,,,,,,,,27.048275,2.9538753,22.622345,33.487595,,,,,,,26.412857,2.8481607
05000US01051,"Elmore County, Alabama",2009,20.900686,2.7554977,,,,,,,53.169857,7.2508154,,,,,,,13.133374,2.7396371,51.001579,9.361537,,,,,,,13.112861,2.7352173
05000US01051,"Elmore County, Alabama",2010,23.2302,2.7378325,,,,,,,47.814983,7.5995007,,,,,,,19.165565,3.0327291,39.017857,14.340512,,,,,,,18.837551,2.9737427
05000US01051,"Elmore County, Alabama",2011,26.166512,2.7751937,,,,,,,63.514721,9.0083342,,,,,,,15.810901,2.7259457,61.648972,6.3454375,,,,,,,16.081163,2.7471273
05000US01051,"Elmore County, Alabama",2012,20.348696,2.6960709,,,,,,,45.12376,10.099156,,,,,,,14.948322,2.2227843,37.563557,10.519819,,,,,,,14.602998,2.1863966
05000US01051,"Elmore County, Alabama",2013,22.765581,3.4787204,,,,,,,42.099968,13.340669,,,,,,,19.233175,3.570564,37.522865,20.062464,,,,,,,18.630718,3.4608855
05000US01051,"Elmore County, Alabama",2014,25.2945,3.8242898,,,,,,,49.386753,11.320756,,,,,,,19.444269,3.9146583,47.566265,19.828058,,,,,,,19.254152,3.8732555
05000US01051,"Elmore County, Alabama",2015,26.538145,3.0480416,,,,,,,56.01231,8.3860092,,,,,,,19.739496,3.2002575,46.430489,12.469612,,,,,,,19.13229,3.1080396
05000US01051,"Elmore County, Alabama",2016,23.761267,3.0145497,,,,,,,47.311111,9.9100027,,,,,,,16.986401,3.0242398,46.346893,11.346349,,,,,,,16.940123,3.0152423
05000US01051,"Elmore County, Alabama",2017,24.652945,4.1504297,,,,,,,52.333485,14.481735,,,,,,,17.160217,3.3250942,46.945766,15.159111,,,,,,,17.492416,3.3229277
05000US01055,"Etowah County, Alabama",2009,26.689714,2.2887764,,,,,,,62.123306,9.609519,,,,,,,20.073023,2.28578,59.755337,7.2602353,,,,,,,21.5306,2.2586832
05000US01055,"Etowah County, Alabama",2010,29.488731,2.6287458,,,,,,,65.66468,8.2031584,,,,,,,23.619116,2.9558105,57.49947,14.599005,,,,,,,23.280609,2.9103529
05000US01055,"Etowah County, Alabama",2011,29.855152,2.5172086,,,,,,,70.752739,7.7294455,,,,,,,21.492704,2.5912468,62.315685,8.0883093,,,,,,,22.248402,2.8784637
05000US01055,"Etowah County, Alabama",2012,32.985817,2.9189889,,,,,,,68.841911,9.4452944,,,,,,,25.506601,3.0857394,68.167908,14.616153,,,,,,,27.254032,3.1085863
05000US01055,"Etowah County, Alabama",2013,27.111521,2.3289399,,,,,,,56.049664,7.471426,,,,,,,21.858627,2.5711203,48.381878,12.990308,,,,,,,21.571522,2.541208
05000US01055,"Etowah County, Alabama",2014,23.375414,2.8195829,,,,,,,50.683056,7.8383865,,,,,,,19.250263,2.8688035,41.619549,17.006279,,,,,,,19.559204,2.8206925
05000US01055,"Etowah County, Alabama",2015,25.568985,2.4945986,,,,,,,54.349167,7.5123334,,,,,,,19.114906,2.4517839,51.209385,12.053151,,,,,,,19.392471,2.4475832
05000US01055,"Etowah County, Alabama",2016,30.480492,2.9723854,,,,,,,61.60891,8.9151669,,,,,,,24.576351,3.2620835,55.776173,17.427467,,,,,,,24.667698,3.172205
05000US01055,"Etowah County, Alabama",2017,28.212362,2.8045559,,,,,,,64.204201,12.469416,,,,,,,20.968344,2.3557281,60.31596,29.984709,,,,,,,21.918453,2.4653277
05000US01069,"Houston County, Alabama",2009,25.843084,1.4617226,,,,,,,57.347076,3.2996991,,,,,,,16.556534,1.5196874,51.150494,4.363008,,,,,,,16.71603,1.5082953
05000US01069,"Houston County, Alabama",2010,29.096014,1.7971976,,,,,,,56.143806,4.6010418,48.576214,17.816191,28.662491,1.8888859,,,19.733971,1.6356094,52.96402,5.4735236,,,,,,,20.105951,1.5761293
05000US01069,"Houston County, Alabama",2011,28.286957,1.2104228,,,,,,,60.593788,3.3461328,28.093645,12.650964,28.291393,1.2716135,,,18.221588,1.2774515,56.521118,2.1374562,,,,,34.397163,15.720655,18.321909,1.2783505
05000US01069,"Houston County, Alabama",2012,28.378483,1.4283501,,,,,,,56.640236,2.6685853,48.360653,15.52554,27.689388,1.5990506,,,17.822433,1.4222364,54.341663,3.9286737,,,,,61.410789,17.409184,19.261339,1.6176627
05000US01069,"Houston County, Alabama",2013,31.615969,1.2888402,,,,,,,57.678688,3.2243912,43.725231,9.0969248,31.257095,1.364761,,,21.626537,1.5091751,56.149803,3.4061477,,,,,37.214134,15.377787,22.297367,1.5177392
05000US01069,"Houston County, Alabama",2014,31.744761,1.650051,,,,,,,59.171104,3.1239803,54.699249,17.210909,31.244623,1.7475406,,,21.944353,1.9093996,57.717628,6.292028,,,,,52.040817,22.070656,22.843899,1.8950661
05000US01069,"Houston County, Alabama",2015,31.211143,1.6246723,,,,,,,58.878361,3.5827019,27.416521,11.420602,31.295855,1.6778525,,,20.649652,1.6216837,55.241329,3.2268353,,,,,46.329113,12.259067,20.527225,1.6073983
05000US01069,"Houston County, Alabama",2016,31.869972,1.7071439,,,,,,,60.565273,3.6139944,52.717392,13.990445,31.401222,1.782793,,,22.271776,1.9282249,56.988472,5.8207898,,,,,,,23.139473,1.8879876
05000US01069,"Houston County, Alabama",2017,27.758587,1.2729615,,,,,,,59.39698,2.7670839,32.312927,10.405941,27.652222,1.3292451,,,17.641346,1.4041775,53.700375,9.3406315,,,,,20.903955,24.921761,17.999369,1.3668492
05000US01073,"Jefferson County, Alabama",2009,34.831238,1.247319,,,,,,,57.733524,2.1417766,28.444839,3.5544708,35.003616,1.2810364,,,19.328938,1.3371198,54.839355,2.7268968,35.199078,7.2188931,40.050377,8.3099232,48.087955,18.449085,19.447672,1.3283646
05000US01073,"Jefferson County, Alabama",2010,36.672176,1.0462137,,,,,5.5882354,7.9912863,60.011353,1.4876785,40.668972,8.9453955,36.5644,1.1039023,,,19.261963,1.2426355,56.926262,1.8556135,56.25322,13.80575,,,,,19.465271,1.2517866
05000US01073,"Jefferson County, Alabama",2011,32.088341,1.1325517,,,,,,,53.295059,1.6576329,26.988211,6.4048147,32.237621,1.1777903,,,16.902134,1.3508582,50.24358,2.0643902,26.235622,7.5912504,26.503458,6.6479235,28.096119,9.9251366,17.141438,1.3631901
05000US01073,"Jefferson County, Alabama",2012,32.920498,1.0371577,,,,,,,57.243519,1.6634836,28.707224,7.5090251,33.060188,1.0975631,,,16.006229,1.1500012,52.515965,1.9918282,,,,,23.938002,8.5044022,16.063633,1.1076326
05000US01073,"Jefferson County, Alabama",2013,36.828228,.93668979,,,,,18.655462,9.1406431,59.942554,1.2893211,39.00169,8.2533522,36.762871,.99805409,,,19.475784,1.1282552,56.677479,1.4168137,33.256031,9.7195511,26.823982,5.8313828,19.87982,7.100606,20.07324,1.1935586
05000US01073,"Jefferson County, Alabama",2014,35.516499,1.236892,,,,,12.642225,8.6551361,57.789516,2.1725571,32.360142,7.2925076,35.621548,1.2994729,,,19.307716,1.4534197,54.161774,2.5239456,50.86924,11.244101,50.489189,9.1650124,49.676899,15.831738,19.271568,1.4644643
05000US01073,"Jefferson County, Alabama",2015,36.060925,1.1897399,,,,,12.2049,5.7611256,59.101933,2.0777876,38.040577,7.8175082,36.015472,1.2311341,,,18.584448,1.3381237,56.077183,2.2423604,50.921989,13.023703,39.993607,8.5277748,31.024446,10.979758,18.739912,1.3236662
05000US01073,"Jefferson County, Alabama",2016,34.915314,1.2412245,,,,,21.974714,8.4536448,57.043995,2.1486683,34.406097,8.2889996,34.930355,1.3008821,,,17.593513,1.5242171,54.547222,2.5646424,,,,,58.855343,16.151596,18.05991,1.5105479
05000US01073,"Jefferson County, Alabama",2017,35.583271,1.3926389,,,,,29.993137,12.00743,60.915722,2.2846916,53.931747,9.7134418,35.108356,1.4568222,,,15.920416,1.2238091,58.750309,2.8179724,47.654324,12.034072,48.014145,9.1400299,48.455482,14.006143,16.731474,1.2105094
05000US01077,"Lauderdale County, Alabama",2009,20.559143,2.5538943,,,,,,,46.47361,11.90339,,,,,,,18.30155,2.6127717,39.553677,26.826801,,,,,,,18.184298,2.5927446
05000US01077,"Lauderdale County, Alabama",2010,25.315294,2.9993792,,,,,,,57.909348,11.089954,,,,,,,21.521513,3.137738,53.217739,28.304991,,,,,,,21.533237,3.0895162
05000US01077,"Lauderdale County, Alabama",2011,21.004528,2.6918645,,,,,,,61.59351,12.879719,,,,,,,16.401104,2.7646596,57.902622,9.8998823,,,,,,,16.771702,2.7097044
05000US01077,"Lauderdale County, Alabama",2012,19.345564,2.438997,,,,,,,41.44556,10.735129,,,,,,,17.571447,2.4478073,33.478577,26.633701,,,,,,,17.222122,2.3966305
05000US01077,"Lauderdale County, Alabama",2013,26.118359,3.1058648,,,,,,,49.005611,12.971306,,,,,,,24.008951,3.2570188,45.573639,39.486351,,,,,,,24.136612,3.2441723
05000US01077,"Lauderdale County, Alabama",2014,28.608004,2.7947645,,,,,,,64.004257,9.3405972,,,,,,,25.236031,2.9894772,60.863876,29.702106,,,,,,,25.57233,2.966625
05000US01077,"Lauderdale County, Alabama",2015,22.761057,2.8151174,,,,,,,52.276867,13.131905,,,,,,,20.328051,2.7489433,40.863903,28.291672,,,,,,,19.891794,2.6908286
05000US01077,"Lauderdale County, Alabama",2016,22.845716,2.7894537,,,,,,,62.672813,8.2363644,,,,,,,20.200813,2.8397903,46.475868,27.09794,,,,,,,19.953718,2.7989793
05000US01077,"Lauderdale County, Alabama",2017,27.569782,3.0811696,,,,,,,53.841423,8.9078407,,,,,,,22.992447,3.4610949,50.472404,21.24202,,,,,,,23.701378,3.4236419
05000US01081,"Lee County, Alabama",2009,28.643564,2.7225163,,,,,34.871796,33.087887,53.571922,4.9439745,,,,,,,19.511183,2.8960993,51.630878,10.310672,,,,,,,19.579433,2.8775163
05000US01081,"Lee County, Alabama",2010,22.360043,2.383157,,,,,4.0446305,23.564348,40.931122,4.9588895,29.510311,12.096452,22.188572,2.460736,,,16.706221,2.6938791,36.345528,9.6273136,,,,,,,16.834307,2.6168191
05000US01081,"Lee County, Alabama",2011,23.385742,2.6014533,,,,,,,45.931759,7.5672016,,,,,,,15.921394,2.4495776,41.128788,8.3240013,,,,,,,15.782134,2.4266503
05000US01081,"Lee County, Alabama",2012,26.367002,2.1713142,,,,,,,53.02607,5.8689451,,,,,,,16.874018,2.1153505,47.73053,5.800035,,,,,,,16.631096,2.0871954
05000US01081,"Lee County, Alabama",2013,29.938442,3.2258239,,,,,,,54.605968,6.7207479,,,,,,,21.982271,3.3732429,47.008991,11.099868,,,,,,,21.931904,3.3676233
05000US01081,"Lee County, Alabama",2014,33.622234,2.8763852,,,,,,,65.528419,6.5306416,,,,,,,23.848587,3.0775633,55.947178,9.7858171,,,,,,,23.486656,3.030746
05000US01081,"Lee County, Alabama",2015,31.1077,2.9563465,,,,,,,54.758816,7.0525775,,,,,,,22.145409,2.971735,50.992756,9.825676,,,,,,,23.252337,3.187906
05000US01081,"Lee County, Alabama",2016,26.686153,3.0544429,,,,,,,56.377495,8.171175,,,,,,,18.031294,3.1734657,44.45483,9.8450527,,,,,,,17.310732,3.0366149
05000US01081,"Lee County, Alabama",2017,28.578701,3.0626237,,,,,,,67.112022,10.174447,,,,,,,18.950554,2.7372713,52.186646,9.8401918,,,,,,,18.671618,2.6809454
05000US01083,"Limestone County, Alabama",2009,26.228148,3.2580078,,,,,,,43.683884,12.150434,,,,,,,22.937422,3.4392052,48.170246,28.965109,,,,,,,23.280148,3.3822045
05000US01083,"Limestone County, Alabama",2010,20.0781,2.2556965,,,,,,,45.785599,10.628508,,,,,,,16.703159,2.3476126,38.016071,15.667015,,,,,,,16.801712,2.3551207
05000US01083,"Limestone County, Alabama",2011,18.921049,2.5938625,,,,,,,44.355148,10.565344,,,,,,,13.100391,2.7858205,44.412224,13.090531,,,,,,,14.474519,2.767277
05000US01083,"Limestone County, Alabama",2012,18.98921,2.08163,,,,,,,48.429085,11.140791,,,,,,,15.672888,2.117697,39.060642,15.69804,,,,,,,16.371874,2.1026571
05000US01083,"Limestone County, Alabama",2013,26.377699,2.6835871,,,,,,,62.959831,10.678579,,,,,,,21.243048,2.8204863,54.235882,15.904098,,,,,,,22.219446,2.845114
05000US01083,"Limestone County, Alabama",2014,16.783278,2.587579,,,,,,,29.640114,10.959172,,,,,,,14.819683,2.5432706,26.49506,18.461721,,,,,,,14.70204,2.4579906
05000US01083,"Limestone County, Alabama",2015,16.74427,2.382324,,,,,,,23.515661,7.1732678,,,,,,,15.106405,2.6302147,24.919527,18.044472,,,,,,,15.576485,2.6077769
05000US01083,"Limestone County, Alabama",2016,23.786518,3.5813313,,,,,,,44.103394,14.636731,,,,,,,19.743969,3.5895479,43.965046,24.435011,,,,,,,21.075474,3.4513056
05000US01083,"Limestone County, Alabama",2017,22.967688,2.8833156,,,,,,,68.017731,11.43855,,,,,,,15.491517,2.7814155,50.978809,11.966783,,,,,,,16.035046,2.9732726
05000US01089,"Madison County, Alabama",2009,24.074993,1.3228252,,,,,11.241611,10.958872,56.057339,3.2774172,44.960003,9.9733,23.769003,1.3576242,,,14.441048,1.4533083,49.551636,4.4718046,,,,,33.508678,14.127342,14.822427,1.4606441
05000US01089,"Madison County, Alabama",2010,23.501856,1.3912615,,,,,,,49.564381,3.7990906,27.961821,10.057445,23.404621,1.4401692,,,16.533955,1.5068614,41.479733,5.4840779,,,,,,,16.808828,1.4897283
05000US01089,"Madison County, Alabama",2011,29.100529,1.6716682,,,,,41.19059,12.633575,48.464931,4.4536362,40.166576,8.693202,28.612244,1.7967175,,,21.447922,1.7825257,45.282551,5.4655704,,,,,19.678284,8.4615088,22.154995,1.6868708
05000US01089,"Madison County, Alabama",2012,24.761742,1.519555,,,,,4.3161726,7.5249949,47.88599,3.7535985,45.096432,12.172929,24.178514,1.6184813,,,18.134932,1.5682317,41.328636,5.5909109,,,,,23.099203,11.467949,18.483664,1.5619169
05000US01089,"Madison County, Alabama",2013,26.514738,1.3689252,,,,,,,50.217922,3.5791874,21.674009,7.3280454,26.772299,1.4889851,,,19.026779,1.6723205,42.533272,4.7971888,,,,,43.765903,10.545923,18.738537,1.5674887
05000US01089,"Madison County, Alabama",2014,24.736694,1.3151782,,,,,,,53.994804,3.0504851,16.9174,6.4414768,25.045712,1.3856246,,,16.16876,1.2868356,45.509979,4.2598166,,,,,39.585213,9.6405029,16.190825,1.2696013
05000US01089,"Madison County, Alabama",2015,24.137629,1.4170879,,,,,32.131149,11.657524,48.029667,3.6731422,23.487211,7.2639031,24.161364,1.4920484,,,16.576656,1.4327464,41.570465,4.9042354,,,,,22.813938,16.86104,16.636503,1.4185524
05000US01089,"Madison County, Alabama",2016,27.340832,1.6848365,39.354069,20.608206,,,,,48.299072,3.7339904,15.178572,6.1692882,27.866762,1.7713501,,,20.384832,1.9807799,40.795708,5.6244264,,,,,27.469135,8.7809019,20.215725,1.9507619
05000US01089,"Madison County, Alabama",2017,25.780722,1.3676198,,,,,,,52.840759,3.7265015,32.061066,7.8027616,25.531662,1.4605346,,,17.131559,1.6434146,43.81979,4.1989689,,,,,21.905609,9.3960838,17.610212,1.6234882
05000US01095,"Marshall County, Alabama",2009,23.162081,2.7369785,,,,,,,,,49.54792,14.593044,21.023836,3.3078837,,,20.659233,2.5171199,48.977505,25.041422,,,,,,,22.862556,2.8029587
05000US01095,"Marshall County, Alabama",2010,23.228771,2.8481853,,,,,,,,,,,,,,,22.962996,3.0435162,26.256409,48.792435,,,,,,,22.459227,2.9416416
05000US01095,"Marshall County, Alabama",2011,24.630981,2.8257358,,,,,,,72.268906,19.755831,,,,,,,23.358263,2.7308989,34.846268,31.173834,,,,,,,23.109781,2.7210543
05000US01095,"Marshall County, Alabama",2012,24.504368,2.8390293,,,,,,,73.01136,22.599461,,,,,,,20.940964,2.3044589,51.381416,24.655579,,,,,,,21.917994,2.4604828
05000US01095,"Marshall County, Alabama",2013,26.866282,2.9535267,,,,,,,64.987404,20.83992,,,,,,,23.428572,2.7780075,49.113689,23.399256,,,,,,,25.222233,3.020355
05000US01095,"Marshall County, Alabama",2014,26.317093,2.7075808,,,,,,,63.503647,14.098996,41.173893,11.652849,24.770935,3.2960706,,,24.153744,2.8545752,41.232075,25.949726,,,,,,,24.967751,2.7389119
05000US01095,"Marshall County, Alabama",2015,19.686157,2.2769837,,,,,,,62.452106,21.152012,33.718346,12.901955,18.23123,2.8936834,,,17.478754,2.1907871,36.497662,20.787212,,,,,,,18.86898,2.3003216
05000US01095,"Marshall County, Alabama",2016,23.18597,2.6622257,,,,,,,47.686832,23.512648,,,,,,,21.267084,2.6504827,33.155365,20.066042,,,,,,,22.873077,2.7762768
05000US01095,"Marshall County, Alabama",2017,19.34153,2.214591,,,,,,,18.656715,7.564497,,,,,,,19.761648,2.3186107,16.898609,20.545996,,,,,,,19.61824,2.2548227
05000US01097,"Mobile County, Alabama",2009,34.229626,1.2204293,,,,,,,58.10553,2.4277084,65.678627,12.733624,33.681606,1.2782313,,,20.974365,1.4994448,55.305653,2.6404371,,,,,38.394585,13.584961,21.876196,1.5269507
05000US01097,"Mobile County, Alabama",2010,32.904919,1.5284425,,,,,54.02161,19.891298,55.490292,2.3090138,15.43379,6.8558111,33.099609,1.5429074,,,21.155245,1.8089302,53.47897,4.3158021,,,,,55.496262,22.562855,20.984205,1.7808192
05000US01097,"Mobile County, Alabama",2011,35.156448,1.4309688,,,,,40.188877,15.018909,60.446297,2.5951653,23.630875,11.669667,35.407188,1.4799184,,,22.448168,1.7259976,56.285141,3.684104,,,,,49.740261,18.031906,22.679893,1.7121785
05000US01097,"Mobile County, Alabama",2012,34.047298,1.2147189,,,,,,,58.757389,2.3829448,27.686516,13.450876,34.232857,1.3052011,,,22.096712,1.7745532,53.619408,3.4159579,,,,,24.853802,16.391447,22.284788,1.7521354
05000US01097,"Mobile County, Alabama",2013,34.033348,1.5118767,,,,,,,55.947762,2.3446553,26.097561,11.186497,34.196655,1.555927,,,24.329727,1.7683022,50.892593,4.2939134,,,,,35.84288,12.084394,24.259701,1.6800615
05000US01097,"Mobile County, Alabama",2014,32.071312,1.5123087,,,,,23.445913,10.581705,54.039425,2.6435759,35.060295,10.676529,32.00576,1.5643258,,,21.092733,1.7422725,49.901905,4.1681843,,,,,36.605892,12.684354,21.144865,1.6734941
05000US01097,"Mobile County, Alabama",2015,33.865185,1.4396424,,,,,41.884815,11.915467,55.54388,2.6427114,27.14669,8.4984779,34.019897,1.4813838,,,22.652298,1.752063,51.470852,3.6473763,,,,,,,22.662704,1.7430941
05000US01097,"Mobile County, Alabama",2016,32.932507,1.4999249,,,,,,,57.28244,2.8326445,41.333866,14.846622,32.721512,1.5870832,,,20.562347,1.8739097,51.944798,3.9717312,,,,,,,21.256451,1.9354639
05000US01097,"Mobile County, Alabama",2017,32.680943,1.3856862,,,,,22.875,13.440805,55.923325,2.4847465,33.567665,15.31224,32.665413,1.4356345,,,19.992649,1.6609026,51.997864,3.2106254,,,,,35.690044,10.537944,20.347286,1.7341936
05000US01101,"Montgomery County, Alabama",2009,39.738167,2.0669851,,,,,,,59.208374,3.07496,43.970318,21.399536,39.697914,2.0978312,,,17.870262,2.2301488,57.434696,3.1349134,,,,,,,18.208714,2.2215273
05000US01101,"Montgomery County, Alabama",2010,40.413864,1.981872,,,,,,,63.37524,2.6647282,59.861748,14.900604,39.647881,2.1827168,,,11.981836,1.8654088,60.931389,2.3190262,,,,,,,13.433075,2.1599426
05000US01101,"Montgomery County, Alabama",2011,39.984924,2.2511792,,,,,,,60.073776,3.7678018,28.260868,12.380766,40.262367,2.3148432,,,17.380194,2.5653722,56.93066,3.3740151,,,,,,,17.133757,2.5454152
05000US01101,"Montgomery County, Alabama",2012,40.128357,2.1912842,,,,,,,57.375984,3.1259701,,,,,,,19.00795,2.7902784,54.682945,3.6636398,,,,,,,20.413765,2.785795
05000US01101,"Montgomery County, Alabama",2013,40.813808,2.1320314,,,,,,,57.12635,3.1860437,52.234787,16.015793,40.415092,2.2855494,,,19.065224,2.4987581,55.191456,3.2409556,,,,,40.360611,12.749526,20.212767,2.7641025
05000US01101,"Montgomery County, Alabama",2014,41.909126,2.1853864,,,,,,,62.194138,2.981708,30.247349,10.489001,42.209793,2.2509351,,,16.146732,2.1149809,58.500759,3.1365502,,,,,,,16.578674,2.0847094
05000US01101,"Montgomery County, Alabama",2015,41.3009,2.1088781,,,,,,,59.670959,2.7377377,55.432243,13.015255,40.861172,2.2221684,,,17.850695,2.4736607,56.949299,3.2748547,,,,,25.839415,9.4059191,19.946575,2.393826
05000US01101,"Montgomery County, Alabama",2016,41.123745,2.2897232,,,,,,,58.895206,3.3253562,36.87888,11.969335,41.226601,2.3608677,,,17.725506,2.5772521,55.058319,3.4691651,,,,,,,18.361961,2.5577199
